91,1845,50,0.12%,1.9608,510650,510650,1.9607,金融行业,金融行业,-2.73%,000038,0.00%,上证金融,23:50:05,15:00:00,2020-01-23,0,1.008,7.566,1.963,0.00,0.36,26.00
92,6338,50,-0.13%,2.0183,510660,510660,2.0247,医药行业,医药行业,-1.99%,000037,0.00%,上证医药,23:50:05,15:00:00,2020-01-23,0,4.359,38.833,2.022,0.10,1.28,1127.72
93,6192,100,1.20%,2.4997,510680,510680,2.5001,万家50,万家50,-2.69%,000016,0.00%,上证50,23:50:05,15:00:00,2020-01-23,0,1.192,9.565,2.530,-0.01,1.57,2.02
94,21052,30,0.07%,3.3006,510710,510710,3.3026,上50ETF,上50ETF,-2.56%,000016,0.00%,上证50,23:50:05,15:00:00,2020-01-23,0,1.192,9.565,3.305,-0.12,6.96,2595.02
95,24258,100,0.15%,1.0912,510800,510800,1.0924,上证50,上证50,-2.41%,000016,0.00%,上证50,23:50:05,15:00:00,2020-01-23,0,1.192,9.565,1.094,0.00,2.65,1983.02
96,167750,60,0.16%,2.9636,510850,510850,2.9644,工银上50,工银上50,-2.53%,000016,0.00%,上证50,23:50:05,15:00:00,2020-01-23,0,1.192,9.565,2.969,-0.41,49.80,16680.83
97,128268,50,0.26%,2.6596,510880,510880,2.6600,红利ETF,红利ETF,-2.27%,000015,0.00%,红利指数,23:50:05,15:00:08,2020-01-23,0,0.857,6.886,2.667,0.29,34.21,14010.28
98,769802,100,-0.30%,1.2286,510900,510900,1.2327,H股ETF,H股ETF,-2.07%,-,0.00%,恒生国企,23:50:05,15:00:00,2020-01-23,0,-,-,1.229,0.00,94.61,98177.42
99,278,1,0.34%,120.2390,511010,511010,120.3950,国债ETF,国债ETF,0.58%,000140,-,5年国债,23:50:05,15:00:08,2020-01-23,0,-,-,120.799,0.04,3.36,4716.52
100,1825,300,-1.33%,98.3340,511220,511220,98.3530,城投ETF,城投ETF,0.15%,-,0.00%,沪质城投,23:50:05,15:00:08,2020-01-23,0,-,-,97.046,-0.09,17.71,298.45
101,95,1,-0.19%,109.8155,511260,511260,109.8720,十年国债,十年国债,0.30%,-,0.18%,10年国债,23:50:05,15:00:08,2020-01-23,0,-,-,109.663,0.00,1.04,580.73
102,774542,30,0.35%,0.9433,512000,512000,0.9437,券商ETF,券商ETF,-4.15%,399975,0.00%,证券公司,23:50:05,15:00:00,2020-01-23,0,1.816,28.530,0.947,1.72,73.35,90682.81
103,98417,100,0.12%,1.9269,512010,512010,1.9287,医药ETF,医药ETF,-2.38%,000913,0.00%,300医药,23:50:05,15:00:00,2020-01-23,0,5.063,38.617,1.931,0.75,19.00,22299.75
104,87816,100,-0.24%,2.2473,512070,512070,2.2493,非银ETF,非银ETF,-3.48%,-,0.00%,300非银,23:50:05,15:00:00,2020-01-23,0,-,-,2.244,0.04,19.71,4630.49
105,42159,200,0.07%,1.1455,512090,512090,1.1482,MSCI易基,MSCI易基,-2.54%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.149,-0.05,4.84,2337.67
106,25489,300,-0.07%,0.7346,512100,512100,0.7355,1000ETF,1000ETF,-3.54%,000852,0.00%,中证1000,23:50:05,15:00:00,2020-01-23,0,2.256,39.658,0.735,0.00,1.87,2615.25
107,5975,50,0.43%,1.6315,512120,512120,1.6320,医药50,医药50,-1.80%,000814,0.00%,细分医药,23:50:05,15:00:00,2020-01-23,0,4.583,36.749,1.639,0.01,0.98,1076.55
108,57178,200,0.48%,1.1519,512160,512160,1.1535,MSCI基金,MSCI基金,-2.44%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.159,-0.16,6.63,3972.29
109,34294,50,-0.08%,1.3357,512170,512170,1.3381,医疗ETF,医疗ETF,-2.19%,399989,0.00%,中证医疗,23:50:05,15:00:00,2020-01-23,0,8.011,53.268,1.337,-0.03,4.59,8012.33
110,35005,200,-0.27%,1.0994,512180,512180,1.1000,建信MSCI,建信MSCI,-3.69%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.097,0.00,3.84,1617.63
111,26238,100,0.20%,0.8581,512200,512200,0.8593,地产ETF,地产ETF,-3.58%,-,0.00%,房地产,23:50:05,15:00:00,2020-01-23,0,-,-,0.861,0.05,2.26,4497.04
112,22497,150,-0.24%,1.5464,512220,512220,1.5477,景顺TMT,景顺TMT,-3.50%,-,0.00%,TMT150,23:50:05,15:00:00,2020-01-23,0,-,-,1.544,0.00,3.47,77.15
113,20850,80,-0.14%,1.1961,512260,512260,1.1967,500低波,500低波,-2.92%,-,0.00%,500低波,23:50:05,15:00:00,2020-01-23,0,-,-,1.195,-0.01,2.49,1933.51
114,25201,200,-0.24%,1.1007,512280,512280,1.1016,景顺MSCI,景顺MSCI,-3.09%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.099,-0.07,2.77,944.27
115,97282,100,0.14%,1.2962,512290,512290,1.2942,生物医药,生物医药,-0.69%,-,0.00%,CS生医,23:50:05,15:00:00,2020-01-23,0,-,-,1.296,1.24,12.61,20775.37
116,3862,50,0.24%,1.2127,512300,512300,1.2121,500医药,500医药,-0.98%,000857,0.00%,500医药,23:50:05,15:00:00,2020-01-23,0,3.139,39.077,1.215,0.09,0.47,839.28
117,7239,50,-0.63%,0.5081,512310,512310,0.5082,500工业,500工业,-4.17%,000856,0.00%,500工业,23:50:05,15:00:00,2020-01-23,0,1.771,25.335,0.505,0.00,0.37,19.17
118,94319,50,0.19%,1.0594,512330,512330,1.0610,500信息,500信息,-3.89%,000858,0.00%,500信息,23:50:05,15:00:00,2020-01-23,0,3.692,86.729,1.063,0.14,10.03,1968.32
119,3573,50,1.25%,0.7494,512340,512340,0.7496,500原料,500原料,-1.68%,000854,0.00%,500原料,23:50:05,15:00:00,2020-01-23,0,1.485,16.442,0.759,0.00,0.27,2.30
120,14634,300,-0.69%,1.1665,512360,512360,1.1670,MSCI国际,MSCI国际,-3.66%,-,0.00%,A股国际,23:50:05,15:00:00,2020-01-23,0,-,-,1.159,0.00,1.70,39.49
121,119181,300,-0.07%,1.0335,512380,512380,1.0337,银华MSCI,银华MSCI,-2.82%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.033,-0.06,12.31,3027.47
122,85404,50,0.01%,0.7213,512400,512400,0.7219,有色ETF,有色ETF,-2.96%,000819,0.00%,有色金属,23:50:05,15:00:00,2020-01-23,0,2.189,46.443,0.722,0.04,6.17,6769.79
123,89350,100,0.40%,1.8229,512480,512480,1.8247,半导体,半导体,-1.40%,-,0.00%,中证全指半导体,23:50:05,15:00:00,2020-01-23,0,-,-,1.832,1.39,16.37,58124.77
124,206081,120,-0.01%,2.7082,512500,512500,2.7082,中证500,中证500,-3.77%,000905,0.00%,中证500,23:50:05,15:00:00,2020-01-23,0,1.887,25.291,2.708,1.02,55.81,35824.84
125,55643,200,1.98%,1.1906,512510,512510,1.1904,ETF500,ETF500,-1.62%,000905,0.00%,中证500,23:50:05,15:00:00,2020-01-23,0,1.887,25.291,1.214,0.07,6.76,3879.72
126,30906,200,0.36%,1.1444,512520,512520,1.1449,MSCIETF,MSCIETF,-2.46%,-,0.00%,A股国际通,23:50:05,15:00:00,2020-01-23,0,-,-,1.149,-0.02,3.55,496.09
127,2356,100,-0.48%,0.8683,512560,512560,0.8501,中证军工,中证军工,-2.08%,-,0.00%,中证军工,23:50:05,15:00:00,2020-01-23,0,-,-,0.846,0.00,0.20,51.50
128,227547,60,-0.57%,0.8252,512580,512580,0.8257,环保ETF,环保ETF,-3.86%,000827,0.00%,中证环保,23:50:05,15:00:00,2020-01-23,0,2.470,26.565,0.821,-0.06,18.68,1213.11
