,open,high,low,close,volume
2000-07-19,283.13,283.13,277.83,279.15,0.0
2000-07-20,279.15,281.2,277.8,280.25,0.0
2000-07-21,280.25,281.5,279.0,280.35,0.0
2000-07-24,280.25,280.85,279.05,279.25,0.0
2000-07-25,279.25,281.65,278.1,279.05,0.0
2000-07-26,279.05,280.55,278.7,279.75,0.0
2000-07-27,279.75,281.23,277.95,278.5,0.0
2000-07-28,278.45,279.53,277.8,278.38,0.0
2000-07-31,278.4,278.55,276.5,277.25,0.0
2000-08-01,277.5,278.6,276.5,277.35,0.0
2000-08-02,277.5,279.1,276.45,277.55,0.0
2000-08-03,277.35,278.27,272.85,273.95,0.0
2000-08-04,274.1,275.4,272.45,273.5,0.0
2000-08-07,272.85,274.2,272.25,273.75,0.0
2000-08-08,273.6,274.85,272.0,273.25,0.0
2000-08-09,273.2,273.65,271.3,272.25,0.0
2000-08-10,272.3,273.5,271.3,272.75,0.0
2000-08-11,272.75,275.55,272.6,275.15,0.0
2000-08-14,274.75,276.65,274.15,274.8,0.0
2000-08-15,274.75,275.25,274.15,274.65,0.0
2000-08-16,274.65,277.6,274.65,277.2,0.0
2000-08-17,277.5,278.9,276.75,277.65,0.0
2000-08-18,277.65,277.75,275.5,276.65,0.0
2000-08-21,276.7,277.3,274.5,275.25,0.0
2000-08-22,275.15,275.8,273.15,273.75,0.0
2000-08-23,273.75,274.1,270.85,271.25,0.0
2000-08-24,271.25,273.25,270.5,272.95,0.0
2000-08-25,272.95,274.85,272.5,274.25,0.0
2000-08-28,274.0,274.6,273.3,274.15,0.0
2000-08-29,274.05,275.17,272.6,273.45,0.0
2000-08-30,273.2,274.25,272.53,274.2,0.0
2000-08-31,274.15,278.75,273.25,277.85,0.0
2000-09-01,277.75,278.83,276.45,276.75,0.0
2000-09-04,277.2,278.15,276.7,277.0,0.0
2000-09-05,277.05,277.35,274.85,275.55,0.0
2000-09-06,275.6,276.5,273.45,274.45,0.0
2000-09-07,274.05,274.6,272.5,273.8,0.0
2000-09-08,273.55,274.8,271.5,273.05,0.0
2000-09-11,272.95,274.25,272.1,273.42,0.0
2000-09-12,273.25,275.7,272.5,273.0,0.0
2000-09-13,273.1,274.15,272.07,272.75,0.0
2000-09-14,272.85,274.35,271.95,272.55,0.0
2000-09-15,272.55,273.75,270.95,272.45,0.0
2000-09-18,272.05,274.52,271.45,271.8,0.0
2000-09-19,271.75,273.05,270.85,272.15,0.0
2000-09-20,271.8,273.15,269.2,269.35,0.0
2000-09-21,269.35,271.25,268.7,270.65,0.0
2000-09-22,270.9,276.02,270.45,272.15,0.0
2000-09-25,272.15,274.45,272.05,274.3,0.0
2000-09-26,274.35,275.65,273.85,274.35,0.0
2000-09-27,274.35,279.52,274.0,278.58,0.0
2000-09-28,278.55,278.8,275.25,275.25,0.0
2000-09-29,276.05,276.17,272.7,274.25,0.0
2000-10-02,274.4,274.75,272.83,273.45,0.0
2000-10-03,273.45,273.7,271.75,272.25,0.0
2000-10-04,272.15,272.5,270.05,270.75,0.0
2000-10-05,270.85,272.15,269.25,269.65,0.0
2000-10-06,269.55,271.5,269.28,269.65,0.0
2000-10-09,269.9,271.2,269.6,270.6,0.0
2000-10-10,270.65,273.35,268.75,272.75,0.0
2000-10-11,272.75,275.1,270.55,271.15,0.0
2000-10-12,271.1,277.05,270.35,276.55,0.0
2000-10-13,276.65,277.65,271.65,272.65,0.0
2000-10-16,272.65,273.05,270.85,272.0,0.0
2000-10-17,272.05,272.25,269.45,271.25,0.0
2000-10-18,271.2,273.95,269.9,270.65,0.0
2000-10-19,270.65,271.85,270.15,270.8,0.0
2000-10-20,270.85,271.75,270.2,271.55,0.0
2000-10-23,271.15,272.85,270.1,270.25,0.0
2000-10-24,270.25,271.65,269.8,270.65,0.0
2000-10-25,270.25,270.52,266.15,266.75,0.0
2000-10-26,266.75,267.48,264.47,265.15,0.0
2000-10-27,265.15,266.95,262.27,264.55,0.0
2000-10-30,264.55,265.85,263.6,265.15,0.0
2000-10-31,265.15,267.05,263.3,264.8,0.0
2000-11-01,264.15,266.85,263.7,264.75,0.0
2000-11-02,264.75,266.75,264.05,265.15,0.0
2000-11-06,265.5,266.5,264.6,265.05,0.0
2000-11-07,265.05,267.0,263.25,264.45,0.0
2000-11-08,264.65,265.8,263.8,265.05,0.0
2000-11-09,265.15,266.7,263.85,265.95,0.0
2000-11-10,265.95,266.27,264.2,264.75,0.0
2000-11-13,265.0,265.95,264.15,264.35,0.0
2000-11-14,264.35,265.45,263.95,264.65,0.0
2000-11-15,264.65,265.9,264.3,265.0,0.0
2000-11-16,264.85,268.25,264.67,266.5,0.0
2000-11-17,265.85,267.15,265.15,265.75,0.0
2000-11-20,266.13,266.95,265.75,266.35,0.0
2000-11-21,266.35,267.73,265.65,265.85,0.0
2000-11-22,265.85,267.65,265.58,266.55,0.0
2000-11-23,266.55,267.7,265.75,265.85,0.0
2000-11-24,266.05,266.58,265.75,266.35,0.0
2000-11-27,265.95,270.85,265.75,270.0,0.0
2000-11-28,270.05,271.25,268.7,269.6,0.0
2000-11-29,269.65,270.25,266.35,266.55,0.0
2000-11-30,266.9,270.9,266.3,270.45,0.0
2000-12-01,270.45,273.05,268.9,269.4,0.0
2000-12-04,269.75,272.25,269.4,271.2,0.0
2000-12-05,271.2,272.3,270.05,270.55,0.0
2000-12-06,270.6,275.27,270.35,274.75,0.0
2000-12-07,274.75,275.9,273.05,273.85,0.0
2000-12-08,273.8,274.45,272.35,272.8,0.0
2000-12-11,272.85,273.2,270.15,270.85,0.0
2000-12-12,270.85,272.25,270.25,270.95,0.0
2000-12-13,271.05,271.25,268.2,269.05,0.0
2000-12-14,269.35,270.67,268.4,269.55,0.0
2000-12-15,269.55,271.8,269.35,270.95,0.0
2000-12-18,270.6,271.6,269.8,270.15,0.0
2000-12-19,270.15,270.6,269.15,270.25,0.0
2000-12-20,270.25,273.95,269.8,272.85,0.0
2000-12-21,272.85,274.95,272.67,274.15,0.0
2000-12-22,274.15,275.08,273.25,273.95,0.0
2000-12-25,273.55,274.17,273.55,273.8,0.0
2000-12-26,273.8,275.05,273.35,274.45,0.0
2000-12-27,274.45,276.0,274.4,275.25,0.0
2000-12-28,275.45,276.2,271.45,272.25,0.0
2000-12-29,272.25,273.2,271.15,272.25,0.0
2001-01-01,272.5,272.5,272.5,272.5,0.0
2001-01-02,272.5,273.85,267.95,269.25,0.0
2001-01-03,268.65,270.05,266.45,268.15,0.0
2001-01-04,268.15,269.55,266.95,267.55,0.0
2001-01-05,267.55,268.85,266.85,268.15,0.0
2001-01-08,268.4,269.9,267.83,268.35,0.0
2001-01-09,268.35,268.7,267.0,267.75,0.0
2001-01-10,267.75,267.92,264.67,264.95,0.0
2001-01-11,264.95,265.95,263.4,264.25,0.0
2001-01-12,264.35,265.6,263.55,264.3,0.0
2001-01-15,264.35,264.7,263.35,263.65,0.0
2001-01-16,263.65,265.75,262.95,263.55,0.0
2001-01-17,263.55,264.3,262.9,263.55,0.0
2001-01-18,263.55,265.4,263.35,264.55,0.0
2001-01-19,264.55,266.75,264.05,264.75,0.0
2001-01-22,265.25,268.6,264.45,266.95,0.0
2001-01-23,266.95,269.25,265.5,266.55,0.0
2001-01-24,266.75,266.95,263.9,264.7,0.0
2001-01-25,264.75,265.5,263.15,264.95,0.0
2001-01-26,264.95,265.55,262.25,263.05,0.0
2001-01-29,264.08,264.15,262.45,263.05,0.0
2001-01-30,263.05,266.9,262.85,265.9,0.0
2001-01-31,265.85,266.8,264.2,265.85,0.0
2001-02-01,265.85,269.25,265.75,268.75,0.0
2001-02-02,268.15,268.75,266.7,267.55,0.0
2001-02-05,267.63,267.63,265.25,265.65,0.0
2001-02-06,265.65,267.05,262.15,263.75,0.0
2001-02-07,263.75,265.65,262.65,263.35,0.0
2001-02-08,263.35,265.0,260.65,260.65,0.0
2001-02-09,260.65,262.75,259.27,260.65,0.0
2001-02-12,260.65,262.35,260.55,261.35,0.0
2001-02-13,261.35,262.05,260.15,260.95,0.0
2001-02-14,260.95,261.35,259.85,259.85,0.0
2001-02-15,260.05,260.4,255.3,255.85,0.0
2001-02-16,255.95,259.55,253.85,258.95,0.0
2001-02-19,258.85,260.75,258.75,259.65,0.0
2001-02-20,259.65,259.8,256.25,256.65,0.0
2001-02-21,256.55,259.45,256.15,258.65,0.0
2001-02-22,258.65,260.95,257.25,259.05,0.0
2001-02-23,259.05,262.1,258.5,261.55,0.0
2001-02-26,261.55,266.95,261.5,266.85,0.0
2001-02-27,266.55,269.75,265.65,268.25,0.0
2001-02-28,268.05,268.75,264.78,267.15,0.0
2001-03-01,267.15,268.15,265.15,265.65,0.0
2001-03-02,265.65,266.05,262.4,262.85,0.0
2001-03-05,263.45,263.45,261.95,263.05,0.0
2001-03-06,263.05,263.55,260.05,260.75,0.0
2001-03-07,260.75,263.0,260.15,262.45,0.0
2001-03-08,262.45,267.35,262.1,267.1,0.0
2001-03-09,266.15,272.48,265.75,271.75,0.0
2001-03-12,272.55,272.75,267.6,267.85,0.0
2001-03-13,267.8,273.95,262.85,263.45,0.0
2001-03-14,263.15,263.92,259.9,260.65,0.0
2001-03-15,260.65,261.75,258.45,259.05,0.0
2001-03-19,260.7,263.25,260.65,261.55,0.0
2001-03-20,261.55,263.45,260.95,262.95,0.0
2001-03-21,262.85,263.05,261.1,262.05,0.0
2001-03-22,262.05,264.1,261.85,262.3,0.0
2001-03-26,262.45,263.55,261.1,261.55,0.0
2001-03-27,261.55,262.5,259.55,260.05,0.0
2001-03-28,260.05,260.95,258.45,258.95,0.0
2001-03-29,258.95,260.05,257.35,257.95,0.0
2001-04-02,258.05,258.55,254.65,255.55,0.0
2001-04-03,255.55,258.6,255.15,257.05,0.0
2001-04-04,257.05,260.85,256.5,258.45,0.0
2001-04-05,258.45,259.25,257.7,258.55,0.0
2001-04-06,258.55,260.45,257.7,260.05,0.0
2001-04-09,260.05,261.3,258.25,258.45,0.0
2001-04-10,258.55,259.3,256.5,257.65,0.0
2001-04-11,257.6,259.85,256.88,258.75,0.0
2001-04-12,258.8,261.0,258.45,260.15,0.0
2001-04-13,260.15,260.25,259.25,259.25,0.0
2001-04-16,259.25,264.1,259.25,263.35,0.0
2001-04-17,263.35,264.25,260.15,261.0,0.0
2001-04-18,261.05,262.3,258.55,261.25,0.0
2001-04-19,261.25,265.6,260.85,265.6,0.0
2001-04-20,265.45,265.65,263.45,264.65,0.0
2001-04-23,264.15,265.1,262.45,263.75,0.0
2001-04-24,263.75,265.05,262.95,264.15,0.0
2001-04-25,264.15,264.67,261.85,262.25,0.0
2001-04-26,262.45,264.6,262.05,264.15,0.0
2001-04-27,264.15,267.1,263.55,263.65,0.0
2001-04-30,264.05,264.17,263.17,264.05,0.0
2001-05-01,264.05,264.8,263.65,264.55,0.0
2001-05-02,264.55,265.7,263.8,265.5,0.0
2001-05-03,265.5,267.55,265.0,266.15,0.0
2001-05-04,266.25,267.52,265.35,266.15,0.0
2001-05-07,266.1,266.67,265.52,266.25,0.0
2001-05-08,266.25,266.35,264.78,264.95,0.0
2001-05-09,265.25,270.65,264.95,270.05,0.0
2001-05-10,270.05,270.83,268.25,269.25,0.0
2001-05-11,269.25,269.9,267.85,268.05,0.0
2001-05-14,268.05,269.2,267.45,268.35,0.0
2001-05-15,268.45,268.83,266.33,268.35,0.0
2001-05-16,268.45,272.65,268.2,272.25,0.0
2001-05-17,272.15,274.65,271.52,273.75,0.0
2001-05-18,273.75,287.75,272.05,287.55,0.0
2001-05-21,284.75,298.5,282.73,285.35,0.0
2001-05-22,285.45,286.0,281.8,285.35,0.0
2001-05-23,285.15,285.75,282.53,283.75,0.0
2001-05-24,283.75,287.7,276.09,279.25,0.0
2001-05-25,279.15,281.55,275.25,277.65,0.0
2001-05-28,277.65,278.38,276.25,277.65,0.0
2001-05-29,277.65,278.55,273.17,273.95,0.0
2001-05-30,273.6,275.25,265.25,266.05,0.0
2001-05-31,265.8,270.25,265.45,265.85,0.0
2001-06-01,265.85,267.8,265.3,267.05,0.0
2001-06-04,266.75,268.3,265.2,265.75,0.0
2001-06-05,265.65,266.85,264.95,266.25,0.0
2001-06-06,266.25,267.8,265.5,266.25,0.0
2001-06-07,266.25,266.85,265.75,266.35,0.0
2001-06-08,266.55,274.75,266.35,273.75,0.0
2001-06-11,273.25,273.75,266.7,268.15,0.0
2001-06-12,268.15,272.7,266.45,271.85,0.0
2001-06-13,271.75,273.65,269.5,272.35,0.0
2001-06-14,272.55,277.05,270.9,275.65,0.0
2001-06-15,276.35,276.5,270.15,271.55,0.0
2001-06-18,271.25,274.28,271.05,272.55,0.0
2001-06-19,272.75,275.05,272.05,273.65,0.0
2001-06-20,273.65,274.2,271.15,272.75,0.0
2001-06-21,272.75,274.15,271.4,272.95,0.0
2001-06-22,272.7,272.6,271.95,272.6,0.0
2001-06-25,272.55,275.35,272.5,273.95,0.0
2001-06-26,273.95,279.25,272.85,276.15,0.0
2001-06-27,276.15,277.95,271.45,272.35,0.0
2001-06-28,272.35,272.6,267.8,269.25,0.0
2001-06-29,269.25,272.48,269.15,270.85,0.0
2001-07-02,270.85,270.9,268.05,269.55,0.0
2001-07-03,269.55,270.1,267.65,267.75,0.0
2001-07-04,267.75,268.67,267.65,267.95,0.0
2001-07-05,267.95,268.15,264.95,265.35,0.0
2001-07-06,265.35,267.9,264.55,266.25,0.0
2001-07-09,266.5,267.2,265.55,266.65,0.0
2001-07-10,266.65,267.8,266.25,266.35,0.0
2001-07-11,266.35,269.85,266.05,268.45,0.0
2001-07-12,268.45,268.75,265.8,266.85,0.0
2001-07-13,266.85,267.7,266.15,267.35,0.0
2001-07-16,267.2,269.25,266.75,267.15,0.0
2001-07-17,267.15,268.45,266.75,268.35,0.0
2001-07-18,268.35,271.35,268.08,270.75,0.0
2001-07-19,270.75,271.88,267.85,269.55,0.0
2001-07-20,269.25,270.85,268.4,270.05,0.0
2001-07-23,270.15,270.15,268.75,268.85,0.0
2001-07-24,268.85,270.25,268.35,269.75,0.0
2001-07-25,269.75,269.85,267.25,267.75,0.0
2001-07-26,267.75,268.55,265.75,266.45,0.0
2001-07-27,266.45,268.05,264.85,267.55,0.0
2001-07-30,267.85,268.25,264.95,265.25,0.0
2001-07-31,265.25,267.25,264.25,266.65,0.0
2001-08-01,266.55,268.65,266.5,267.55,0.0
2001-08-02,267.95,268.65,267.05,268.05,0.0
2001-08-03,268.05,269.2,266.65,268.55,0.0
2001-08-06,268.5,268.85,267.05,267.75,0.0
2001-08-07,267.75,268.1,266.25,267.65,0.0
2001-08-08,267.65,268.95,266.35,268.35,0.0
2001-08-09,268.35,274.25,267.35,274.15,0.0
2001-08-10,274.15,277.15,272.6,274.55,0.0
2001-08-13,273.75,277.55,273.75,275.95,0.0
2001-08-14,275.95,276.95,273.75,276.75,0.0
2001-08-15,276.75,278.0,274.75,275.85,0.0
2001-08-16,275.85,276.85,274.65,275.35,0.0
2001-08-17,275.35,281.2,274.8,279.25,0.0
2001-08-20,279.25,279.6,275.95,276.05,0.0
2001-08-21,276.05,278.1,273.85,275.05,0.0
2001-08-22,275.05,278.1,274.45,274.55,0.0
2001-08-23,274.45,276.15,274.15,275.55,0.0
2001-08-24,275.35,275.8,272.05,272.85,0.0
2001-08-27,272.8,273.25,271.45,272.75,0.0
2001-08-28,272.85,272.95,270.6,272.25,0.0
2001-08-29,272.3,274.35,272.15,273.75,0.0
2001-08-30,273.65,275.75,272.3,275.25,0.0
2001-08-31,275.3,276.25,272.55,274.4,0.0
2001-09-03,274.45,274.45,273.4,273.5,0.0
2001-09-04,273.5,274.05,271.35,271.65,0.0
2001-09-05,271.65,272.85,271.25,272.05,0.0
2001-09-06,272.05,273.65,271.23,273.15,0.0
2001-09-07,273.05,274.75,272.2,273.15,0.0
2001-09-10,273.25,273.6,270.95,271.75,0.0
2001-09-11,271.75,292.5,271.3,286.25,0.0
2001-09-12,286.75,292.5,276.75,278.25,0.0
2001-09-13,278.25,282.0,278.0,281.25,0.0
2001-09-14,281.25,290.0,279.0,285.55,0.0
2001-09-17,289.0,294.5,285.35,289.45,0.0
2001-09-18,289.45,290.5,285.85,287.75,0.0
2001-09-19,287.75,292.25,286.5,290.5,0.0
2001-09-20,290.15,291.05,287.45,288.65,0.0
2001-09-21,288.65,295.1,288.25,291.45,0.0
2001-09-24,290.75,293.0,287.25,289.25,0.0
2001-09-25,289.25,290.7,286.75,289.75,0.0
2001-09-26,289.75,293.85,288.7,293.25,0.0
2001-09-27,293.05,293.58,289.0,291.95,0.0
2001-09-28,291.95,294.1,289.9,293.25,0.0
2001-10-01,292.25,293.2,290.25,291.7,0.0
2001-10-02,291.7,293.0,288.85,289.45,0.0
2001-10-03,289.45,291.45,289.05,289.45,0.0
2001-10-04,289.45,291.85,288.6,289.85,0.0
2001-10-05,289.85,292.38,289.85,291.0,0.0
2001-10-08,291.0,294.12,290.65,291.9,0.0
2001-10-09,291.9,292.05,287.95,288.0,0.0
2001-10-10,288.0,289.05,283.8,284.85,0.0
2001-10-11,284.85,285.5,280.25,281.25,0.0
2001-10-12,281.25,286.65,281.25,284.45,0.0
2001-10-15,284.45,285.8,281.15,281.45,0.0
2001-10-16,281.45,282.67,280.65,281.35,0.0
2001-10-17,281.35,283.55,281.0,282.45,0.0
2001-10-18,282.45,283.9,278.25,279.45,0.0
2001-10-19,279.77,280.45,277.65,279.65,0.0
2001-10-22,279.65,279.75,275.05,275.55,0.0
2001-10-23,275.55,276.58,274.25,275.95,0.0
2001-10-24,275.95,276.8,275.15,275.45,0.0
2001-10-25,275.45,277.55,275.05,277.25,0.0
2001-10-26,276.75,278.15,276.5,277.35,0.0
2001-10-29,279.15,281.3,278.9,280.5,0.0
2001-10-30,280.5,281.65,278.3,279.65,0.0
2001-10-31,279.65,281.15,278.65,279.65,0.0
2001-11-01,279.65,280.85,279.55,279.95,0.0
2001-11-05,279.95,280.25,277.75,278.95,0.0
2001-11-06,279.05,280.75,278.35,280.25,0.0
2001-11-07,280.05,281.35,278.85,280.75,0.0
2001-11-08,280.75,280.78,276.45,276.75,0.0
2001-11-09,276.95,278.05,276.25,277.45,0.0
2001-11-12,277.45,282.0,277.45,278.25,0.0
2001-11-13,278.25,279.95,276.0,277.55,0.0
2001-11-14,277.55,279.55,277.08,278.3,0.0
2001-11-15,277.95,278.15,274.65,275.35,0.0
2001-11-16,275.35,275.85,273.85,274.85,0.0
2001-11-19,274.85,274.95,272.35,272.95,0.0
2001-11-20,272.95,274.35,272.55,273.48,0.0
2001-11-21,273.25,273.95,272.15,273.15,0.0
2001-11-22,273.15,273.65,272.15,272.85,0.0
2001-11-23,272.85,273.55,272.35,272.9,0.0
2001-11-26,273.05,273.5,272.45,273.15,0.0
2001-11-27,272.95,273.95,272.75,273.45,0.0
2001-11-28,273.75,275.55,273.45,274.35,0.0
2001-11-29,274.55,275.75,273.55,274.05,0.0
2001-11-30,273.65,276.13,273.65,274.4,0.0
2001-12-03,274.4,278.2,274.4,277.25,0.0
2001-12-04,277.25,277.55,275.6,275.7,0.0
2001-12-05,275.7,276.35,273.65,274.45,0.0
2001-12-06,274.45,275.05,273.6,274.55,0.0
2001-12-07,274.5,275.25,273.75,274.55,0.0
2001-12-10,274.55,274.58,271.45,273.15,0.0
2001-12-11,273.0,273.25,271.85,272.8,0.0
2001-12-12,272.75,274.65,272.4,274.55,0.0
2001-12-13,274.55,274.8,274.0,274.45,0.0
2001-12-14,274.5,279.45,274.05,278.45,0.0
2001-12-17,277.6,278.75,276.65,278.15,0.0
2001-12-18,278.25,281.25,278.05,280.45,0.0
2001-12-19,280.45,280.6,275.35,276.15,0.0
2001-12-20,276.15,276.95,275.6,276.25,0.0
2001-12-21,276.1,279.5,276.05,278.15,0.0
2001-12-24,277.7,278.88,277.45,278.05,0.0
2001-12-25,278.05,280.25,277.75,278.75,0.0
2001-12-26,278.75,279.65,278.0,279.38,0.0
2001-12-27,279.25,280.75,276.85,277.05,0.0
2001-12-28,277.05,278.3,276.05,276.55,0.0
2001-12-31,276.75,279.35,276.15,278.95,0.0
2002-01-01,278.95,278.95,278.95,278.95,0.0
2002-01-02,278.85,279.6,277.7,278.75,0.0
2002-01-03,278.75,280.15,277.05,278.45,0.0
2002-01-04,278.45,279.65,277.55,278.95,0.0
2002-01-07,278.9,280.45,277.8,278.75,0.0
2002-01-08,278.75,279.55,278.15,279.05,0.0
2002-01-09,279.05,284.65,278.75,283.95,0.0
2002-01-10,283.55,289.75,282.55,286.35,0.0
2002-01-11,286.4,288.15,285.45,287.55,0.0
2002-01-14,287.35,287.35,284.85,284.95,0.0
2002-01-15,285.35,285.55,283.05,284.65,0.0
2002-01-16,284.65,289.75,283.55,287.15,0.0
2002-01-17,287.15,288.85,284.05,284.05,0.0
2002-01-18,284.05,285.05,282.95,283.55,0.0
2002-01-21,283.55,284.05,282.05,282.55,0.0
2002-01-22,282.55,284.05,281.2,282.0,0.0
2002-01-23,282.0,283.0,278.45,279.25,0.0
2002-01-24,279.25,279.95,277.85,278.98,0.0
2002-01-25,278.8,279.95,277.75,279.45,0.0
2002-01-28,279.45,280.15,278.35,278.65,0.0
2002-01-29,278.75,282.1,277.55,281.85,0.0
2002-01-30,281.95,284.0,280.85,281.9,0.0
2002-01-31,281.95,283.1,280.75,282.55,0.0
2002-02-01,282.75,287.45,281.85,286.25,0.0
